Load address: $F400 Init address: $F400 Play address: $F52B
Calling initroutine with subtune 0
Calling playroutine for 2650 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   189 | 039C (- 0010) .. .... 774 | 3420 (- 0018) .. .... 620 | 3420 (+ 001C) .. .... 800 | .... .. ... . |
|   190 | 038C (G#1 94) .. .... 7BA | 3408 (- 0018) .. .... 5E4 | 343C (+ 001C) .. .... 7BA | .... .. ... . |
|   191 | ....  ... ..  .. .... 800 | 33F0 (- 0018) .. .... 620 | 3458 (+ 001C) .. .... 774 | .... .. ... . |
|   192 | 0332 (G-1 93) .. .... 7BA | 26D0 (D-5 BE) .. .... 65C | 343C (- 001C) .. .... 72E | .... .. ... . |
|   193 | 0342 (+ 0010) .. .... 774 | 26E8 (+ 0018) .. .... 698 | 3420 (- 001C) .. .... 6E8 | .... .. ... . |
|   194 | 0352 (+ 0010) .. .... 72E | 2700 (+ 0018) .. .... 6D4 | 3404 (- 001C) .. .... 72E | .... .. ... . |
|   195 | 0362 (G#1 94) .. .... 6E8 | 2718 (+ 0018) .. .... 710 | 33E8 (- 001C) .. .... 774 | .... .. ... . |
|   196 | 0352 (G-1 93) .. .... 6A2 | 2730 (+ 0018) .. .... 74C | 26C8 (D-5 BE) .. .... 7BA | .... .. ... . |
|   197 | 0342 (- 0010) .. .... 65C | 2718 (- 0018) .. .... 788 | 26E4 (+ 001C) .. .... 800 | .... .. ... . |
|   198 | 0332 (- 0010) .. .... 616 | 2700 (- 0018) .. .... 7C4 | 2700 (+ 001C) .. .... 7BA | .... .. ... . |
|   199 | 0322 (F#1 92) .. .... 5D0 | 26E8 (- 0018) .. .... 800 | 271C (+ 001C) .. .... 774 | .... .. ... . |
|   200 | ....  ... ..  .. .... 58A | 26D0 (- 0018) .. .... 7C4 | 2738 (+ 001C) .. .... 72E | .... .. ... . |
|   201 | 0332 (G-1 93) .. .... 544 | ....  ... ..  .. .... 788 | 271C (- 001C) .. .... 6E8 | .... .. ... . |
|   202 | 0342 (+ 0010) .. .... 4FE | 26E8 (+ 0018) .. .... 74C | 2700 (- 001C) .. .... 72E | .... .. ... . |
|   203 | 0352 (+ 0010) .. .... 4B8 | 2700 (+ 0018) .. .... 710 | 26E4 (- 001C) .. .... 774 | .... .. ... . |
|   204 | 0362 (G#1 94) .. .... 472 | 2718 (+ 0018) .. .... 6D4 | 26C8 (- 001C) .. .... 7BA | .... .. ... . |
|   205 | 0352 (G-1 93) .. .... 42C | 2730 (+ 0018) .. .... 698 | ....  ... ..  .. .... 800 | .... .. ... . |
|   206 | 0342 (- 0010) .. .... 3E6 | 2718 (- 0018) .. .... 65C | 26E4 (+ 001C) .. .... 7BA | .... .. ... . |
|   207 | 0332 (- 0010) .. .... 3A0 | 2700 (- 0018) .. .... 620 | 2700 (+ 001C) .. .... 774 | .... .. ... . |
|   208 | 0322 (F#1 92) .. .... 35A | 26E8 (- 0018) .. .... 5E4 | 271C (+ 001C) .. .... 72E | .... .. ... . |
|   209 | ....  ... ..  .. .... 314 | 26D0 (- 0018) .. .... 620 | 2738 (+ 001C) .. .... 6E8 | .... .. ... . |
|   210 | 0332 (G-1 93) .. .... 2CE | ....  ... ..  .. .... 65C | 271C (- 001C) .. .... 72E | .... .. ... . |
|   211 | 0342 (+ 0010) .. .... 314 | 26E8 (+ 0018) .. .... 698 | 2700 (- 001C) .. .... 774 | .... .. ... . |
|   212 | 0352 (+ 0010) .. .... 35A | 2700 (+ 0018) .. .... 6D4 | 26E4 (- 001C) .. .... 7BA | .... .. ... . |
|   213 | 0362 (G#1 94) .. .... 3A0 | 2718 (+ 0018) .. .... 710 | 26C8 (- 001C) .. .... 800 | .... .. ... . |
|   214 | 0352 (G-1 93) .. .... 3E6 | 2730 (+ 0018) .. .... 74C | ....  ... ..  .. .... 7BA | .... .. ... . |
|   215 | 0342 (- 0010) .. .... 42C | 2718 (- 0018) .. .... 788 | 26E4 (+ 001C) .. .... 774 | .... .. ... . |
|   216 | 0448 (C-2 98) .. .... 472 | 22C0 (C-5 BC) .. .... 7C4 | 2700 (+ 001C) .. .... 72E | .... .. ... . |
|   217 | 0438 (B-1 97) .. .... 4B8 | 22A8 (- 0018) .. .... 800 | 271C (+ 001C) .. .... 6E8 | .... .. ... . |
|   218 | ....  ... ..  .. .... 4FE | 2290 (- 0018) .. .... 7C4 | 2738 (+ 001C) .. .... 72E | .... .. ... . |
|   219 | 0448 (C-2 98) .. .... 544 | ....  ... ..  .. .... 788 | 271C (- 001C) .. .... 774 | .... .. ... . |
|   220 | 0458 (+ 0010) .. .... 58A | 22A8 (+ 0018) .. .... 74C | 22C0 (C-5 BC) .. .... 7BA | .... .. ... . |
|   221 | 0468 (+ 0010) .. .... 5D0 | 22C0 (+ 0018) .. .... 710 | 22A4 (- 001C) .. .... 800 | .... .. ... . |
|   222 | 0478 (+ 0010) .. .... 616 | 22D8 (+ 0018) .. .... 6D4 | 2288 (- 001C) .. .... 7BA | .... .. ... . |
|   223 | 0468 (- 0010) .. .... 65C | 22F0 (+ 0018) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|   224 | 0458 (- 0010) .. .... 6A2 | 2110 (B-4 BB) .. .... 65C | 22A4 (+ 001C) .. .... 72E | .... .. ... . |
|   225 | 0448 (- 0010) .. .... 6E8 | 20E0 (- 0030) .. .... 620 | 22C0 (+ 001C) .. .... 6E8 | .... .. ... . |
|   226 | 0438 (B-1 97) .. .... 72E | 20B0 (- 0030) .. .... 5E4 | 22DC (+ 001C) .. .... 72E | .... .. ... . |
|   227 | ....  ... ..  .. .... 774 | 2080 (- 0030) .. .... 620 | 22F8 (+ 001C) .. .... 774 | .... .. ... . |
|   228 | 0448 (C-2 98) .. .... 7BA | ....  ... ..  .. .... 65C | 2118 (B-4 BB) .. .... 7BA | .... .. ... . |
|   229 | 0458 (+ 0010) .. .... 800 | 20B0 (+ 0030) .. .... 698 | 20E0 (- 0038) .. .... 800 | .... .. ... . |
|   230 | 0468 (+ 0010) .. .... 7BA | 20E0 (+ 0030) .. .... 6D4 | 20A8 (- 0038) .. .... 7BA | .... .. ... . |
|   231 | 0478 (+ 0010) .. .... 774 | 2110 (+ 0030) .. .... 710 | 2070 (- 0038) .. .... 774 | .... .. ... . |
|   232 | 0468 (- 0010) .. .... 72E | 1DC0 (A-4 B9) .. .... 74C | ....  ... ..  .. .... 72E | .... .. ... . |
|   233 | 0458 (- 0010) .. .... 6E8 | 1D90 (- 0030) .. .... 788 | 20A8 (+ 0038) .. .... 6E8 | .... .. ... . |
|   234 | 0448 (- 0010) .. .... 6A2 | 1D60 (- 0030) .. .... 7C4 | 20E0 (+ 0038) .. .... 72E | .... .. ... . |
|   235 | 0438 (B-1 97) .. .... 65C | 1D30 (- 0030) .. .... 800 | 2118 (+ 0038) .. .... 774 | .... .. ... . |
|   236 | ....  ... ..  .. .... 616 | 1D00 (- 0030) .. .... 7C4 | 1DD0 (A-4 B9) .. .... 7BA | .... .. ... . |
|   237 | 0448 (C-2 98) .. .... 5D0 | ....  ... ..  .. .... 788 | 1D98 (- 0038) .. .... 800 | .... .. ... . |
|   238 | 0458 (+ 0010) .. .... 58A | 1D30 (+ 0030) .. .... 74C | 1D60 (- 0038) .. .... 7BA | .... .. ... . |
|   239 | 0468 (+ 0010) .. .... 544 | 1D60 (+ 0030) .. .... 710 | 1D28 (- 0038) .. .... 774 | .... .. ... . |
|   240 | 043C (- 002C) .. .... 4FE | 3438 (G-5 C3) .. .... 6D4 | 1CF0 (- 0038) .. .... 72E | .... .. ... . |
|   241 | 042C (B-1 97) .. .... 4B8 | 3450 (+ 0018) .. .... 698 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|   242 | 041C (- 0010) .. .... 472 | 3438 (- 0018) .. .... 65C | 1D28 (+ 0038) .. .... 72E | .... .. ... . |
|   243 | 040C (- 0010) .. .... 42C | 3420 (- 0018) .. .... 620 | 1D60 (+ 0038) .. .... 774 | .... .. ... . |
|   244 | 03FC (A#1 96) .. .... 3E6 | 3408 (- 0018) .. .... 5E4 | 343C (G-5 C3) .. .... 7BA | .... .. ... . |
|   245 | ....  ... ..  .. .... 3A0 | 33F0 (- 0018) .. .... 620 | 3458 (+ 001C) .. .... 800 | .... .. ... . |
|   246 | 040C (B-1 97) .. .... 35A | ....  ... ..  .. .... 65C | 343C (- 001C) .. .... 7BA | .... .. ... . |
|   247 | 041C (+ 0010) .. .... 314 | 3408 (+ 0018) .. .... 698 | 3420 (- 001C) .. .... 774 | .... .. ... . |
|   248 | 042C (+ 0010) .. .... 2CE | 3420 (+ 0018) .. .... 6D4 | 3404 (- 001C) .. .... 72E | .... .. ... . |
|   249 | 043C (C-2 98) .. .... 314 | 3438 (+ 0018) .. .... 710 | 33E8 (- 001C) .. .... 6E8 | .... .. ... . |
|   250 | 042C (B-1 97) .. .... 35A | 3450 (+ 0018) .. .... 74C | ....  ... ..  .. .... 72E | .... .. ... . |
|   251 | 041C (- 0010) .. .... 3A0 | 3438 (- 0018) .. .... 788 | 3404 (+ 001C) .. .... 774 | .... .. ... . |
|   252 | 040C (- 0010) .. .... 3E6 | 3420 (- 0018) .. .... 7C4 | 3420 (+ 001C) .. .... 7BA | .... .. ... . |
|   253 | 03FC (A#1 96) .. .... 42C | 3408 (- 0018) .. .... 800 | 343C (+ 001C) .. .... 800 | .... .. ... . |
|   254 | ....  ... ..  .. .... 472 | 33F0 (- 0018) .. .... 7C4 | 3458 (+ 001C) .. .... 7BA | .... .. ... . |
|   255 | 040C (B-1 97) .. .... 4B8 | ....  ... ..  .. .... 788 | 343C (- 001C) .. .... 774 | .... .. ... . |
|   256 | 041C (+ 0010) .. .... 4FE | 3408 (+ 0018) .. .... 74C | 3420 (- 001C) .. .... 72E | .... .. ... . |
|   257 | 042C (+ 0010) .. .... 544 | 3420 (+ 0018) .. .... 710 | 3404 (- 001C) .. .... 6E8 | .... .. ... . |
|   258 | 043C (C-2 98) .. .... 58A | 3438 (+ 0018) .. .... 6D4 | 33E8 (- 001C) .. .... 72E | .... .. ... . |
|   259 | 042C (B-1 97) .. .... 5D0 | 3450 (+ 0018) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|   260 | 041C (- 0010) .. .... 616 | 3438 (- 0018) .. .... 65C | 3404 (+ 001C) .. .... 7BA | .... .. ... . |
|   261 | 040C (- 0010) .. .... 65C | 3420 (- 0018) .. .... 620 | 3420 (+ 001C) .. .... 800 | .... .. ... . |
|   262 | 03FC (A#1 96) .. .... 6A2 | 3408 (- 0018) .. .... 5E4 | 343C (+ 001C) .. .... 7BA | .... .. ... . |
|   263 | ....  ... ..  .. .... 6E8 | 33F0 (- 0018) .. .... 620 | 3458 (+ 001C) .. .... 774 | .... .. ... . |
|   264 | 039C (A-1 95) .. .... 72E | ....  ... ..  .. .... 65C | 343C (- 001C) .. .... 72E | .... .. ... . |
|   265 | 03AC (+ 0010) .. .... 774 | 3408 (+ 0018) .. .... 698 | 3420 (- 001C) .. .... 6E8 | .... .. ... . |
|   266 | 03BC (+ 0010) .. .... 7BA | 3420 (+ 0018) .. .... 6D4 | 3404 (- 001C) .. .... 72E | .... .. ... . |
|   267 | 03CC (A#1 96) .. .... 800 | 3438 (+ 0018) .. .... 710 | 33E8 (- 001C) .. .... 774 | .... .. ... . |
|   268 | 03BC (A-1 95) .. .... 7BA | 3450 (+ 0018) .. .... 74C | ....  ... ..  .. .... 7BA | .... .. ... . |
|   269 | 03AC (- 0010) .. .... 774 | 3438 (- 0018) .. .... 788 | 3404 (+ 001C) .. .... 800 | .... .. ... . |
|   270 | 039C (- 0010) .. .... 72E | 3420 (- 0018) .. .... 7C4 | 3420 (+ 001C) .. .... 7BA | .... .. ... . |
|   271 | 038C (G#1 94) .. .... 6E8 | 3408 (- 0018) .. .... 800 | 343C (+ 001C) .. .... 774 | .... .. ... . |
|   272 | ....  ... ..  .. .... 6A2 | 33F0 (- 0018) .. .... 7C4 | 3458 (+ 001C) .. .... 72E | .... .. ... . |
|   273 | 039C (A-1 95) .. .... 65C | ....  ... ..  .. .... 788 | 343C (- 001C) .. .... 6E8 | .... .. ... . |
|   274 | 03AC (+ 0010) .. .... 616 | 3408 (+ 0018) .. .... 74C | 3420 (- 001C) .. .... 72E | .... .. ... . |
|   275 | 03BC (+ 0010) .. .... 5D0 | 3420 (+ 0018) .. .... 710 | 3404 (- 001C) .. .... 774 | .... .. ... . |
|   276 | 03CC (A#1 96) .. .... 58A | 3438 (+ 0018) .. .... 6D4 | 33E8 (- 001C) .. .... 7BA | .... .. ... . |
|   277 | 03BC (A-1 95) .. .... 544 | 3450 (+ 0018) .. .... 698 | ....  ... ..  .. .... 800 | .... .. ... . |
|   278 | 03AC (- 0010) .. .... 4FE | 3438 (- 0018) .. .... 65C | 3404 (+ 001C) .. .... 7BA | .... .. ... . |
|   279 | 039C (- 0010) .. .... 4B8 | 3420 (- 0018) .. .... 620 | 3420 (+ 001C) .. .... 774 | .... .. ... . |
|   280 | 038C (G#1 94) .. .... 472 | 3408 (- 0018) .. .... 5E4 | 343C (+ 001C) .. .... 72E | .... .. ... . |
|   281 | ....  ... ..  .. .... 42C | 33F0 (- 0018) .. .... 620 | 3458 (+ 001C) .. .... 6E8 | .... .. ... . |
|   282 | 039C (A-1 95) .. .... 3E6 | ....  ... ..  .. .... 65C | 343C (- 001C) .. .... 72E | .... .. ... . |
|   283 | 03AC (+ 0010) .. .... 3A0 | 3408 (+ 0018) .. .... 698 | 3420 (- 001C) .. .... 774 | .... .. ... . |
|   284 | 03BC (+ 0010) .. .... 35A | 3420 (+ 0018) .. .... 6D4 | 3404 (- 001C) .. .... 7BA | .... .. ... . |
|   285 | 03CC (A#1 96) .. .... 314 | 3438 (+ 0018) .. .... 710 | 33E8 (- 001C) .. .... 800 | .... .. ... . |
|   286 | 03BC (A-1 95) .. .... 2CE | 3450 (+ 0018) .. .... 74C | ....  ... ..  .. .... 7BA | .... .. ... . |
|   287 | 03AC (- 0010) .. .... 314 | 3438 (- 0018) .. .... 788 | 3404 (+ 001C) .. .... 774 | .... .. ... . |
|   288 | 0332 (G-1 93) .. .... 35A | 2700 (D-5 BE) .. .... 7C4 | 3420 (+ 001C) .. .... 72E | .... .. ... . |
|   289 | 0322 (F#1 92) .. .... 3A0 | 26E8 (- 0018) .. .... 800 | 343C (+ 001C) .. .... 6E8 | .... .. ... . |
|   290 | ....  ... ..  .. .... 3E6 | 26D0 (- 0018) .. .... 7C4 | 3458 (+ 001C) .. .... 72E | .... .. ... . |
|   291 | 0332 (G-1 93) .. .... 42C | ....  ... ..  .. .... 788 | 343C (- 001C) .. .... 774 | .... .. ... . |
|   292 | 0342 (+ 0010) .. .... 472 | 26E8 (+ 0018) .. .... 74C | 2700 (D-5 BE) .. .... 7BA | .... .. ... . |
|   293 | 0352 (+ 0010) .. .... 4B8 | 2700 (+ 0018) .. .... 710 | 26E4 (- 001C) .. .... 800 | .... .. ... . |
|   294 | 0362 (G#1 94) .. .... 4FE | 2718 (+ 0018) .. .... 6D4 | 26C8 (- 001C) .. .... 7BA | .... .. ... . |
|   295 | 0352 (G-1 93) .. .... 544 | 2730 (+ 0018) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|   296 | 0342 (- 0010) .. .... 58A | 2718 (- 0018) .. .... 65C | 26E4 (+ 001C) .. .... 72E | .... .. ... . |
|   297 | 0332 (- 0010) .. .... 5D0 | 2700 (- 0018) .. .... 620 | 2700 (+ 001C) .. .... 6E8 | .... .. ... . |
|   298 | 0322 (F#1 92) .. .... 616 | 26E8 (- 0018) .. .... 5E4 | 271C (+ 001C) .. .... 72E | .... .. ... . |
|   299 | ....  ... ..  .. .... 65C | 26D0 (- 0018) .. .... 620 | 2738 (+ 001C) .. .... 774 | .... .. ... . |
|   300 | 0332 (G-1 93) .. .... 6A2 | ....  ... ..  .. .... 65C | 271C (- 001C) .. .... 7BA | .... .. ... . |
|   301 | 0342 (+ 0010) .. .... 6E8 | 26E8 (+ 0018) .. .... 698 | 2700 (- 001C) .. .... 800 | .... .. ... . |
|   302 | 0352 (+ 0010) .. .... 72E | 2700 (+ 0018) .. .... 6D4 | 26E4 (- 001C) .. .... 7BA | .... .. ... . |
|   303 | 0362 (G#1 94) .. .... 774 | 2718 (+ 0018) .. .... 710 | 26C8 (- 001C) .. .... 774 | .... .. ... . |
|   304 | 0352 (G-1 93) .. .... 7BA | 2730 (+ 0018) .. .... 74C | ....  ... ..  .. .... 72E | .... .. ... . |
|   305 | 0342 (- 0010) .. .... 800 | 2718 (- 0018) .. .... 788 | 26E4 (+ 001C) .. .... 6E8 | .... .. ... . |
|   306 | 0332 (- 0010) .. .... 7BA | 2700 (- 0018) .. .... 7C4 | 2700 (+ 001C) .. .... 72E | .... .. ... . |
|   307 | 0322 (F#1 92) .. .... 774 | 26E8 (- 0018) .. .... 800 | 271C (+ 001C) .. .... 774 | .... .. ... . |
|   308 | ....  ... ..  .. .... 72E | 26D0 (- 0018) .. .... 7C4 | 2738 (+ 001C) .. .... 7BA | .... .. ... . |
|   309 | 0332 (G-1 93) .. .... 6E8 | ....  ... ..  .. .... 788 | 271C (- 001C) .. .... 800 | .... .. ... . |
|   310 | 0342 (+ 0010) .. .... 6A2 | 26E8 (+ 0018) .. .... 74C | 2700 (- 001C) .. .... 7BA | .... .. ... . |
|   311 | 0352 (+ 0010) .. .... 65C | 2700 (+ 0018) .. .... 710 | 26E4 (- 001C) .. .... 774 | .... .. ... . |
|   312 | 05E8 (F-2 9D) .. .... 616 | 22D8 (C-5 BC) .. .... 6D4 | 26C8 (- 001C) .. .... 72E | .... .. ... . |
|   313 | 05D8 (- 0010) .. .... 5D0 | 22F0 (+ 0018) .. .... 698 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|   314 | 05C8 (- 0010) .. .... 58A | 22D8 (- 0018) .. .... 65C | 26E4 (+ 001C) .. .... 72E | .... .. ... . |
|   315 | 05B8 (- 0010) .. .... 544 | 22C0 (- 0018) .. .... 620 | 2700 (+ 001C) .. .... 774 | .... .. ... . |
|   316 | 05A8 (- 0010) .. .... 4FE | 22A8 (- 0018) .. .... 5E4 | 22DC (C-5 BC) .. .... 7BA | .... .. ... . |
|   317 | ....  ... ..  .. .... 4B8 | 2290 (- 0018) .. .... 620 | 22F8 (+ 001C) .. .... 800 | .... .. ... . |
|   318 | 05B8 (+ 0010) .. .... 472 | ....  ... ..  .. .... 65C | 22DC (- 001C) .. .... 7BA | .... .. ... . |
|   319 | 05C8 (+ 0010) .. .... 42C | 22A8 (+ 0018) .. .... 698 | 22C0 (- 001C) .. .... 774 | .... .. ... . |
|   320 | 05D8 (+ 0010) .. .... 3E6 | 20E0 (B-4 BB) .. .... 6D4 | 22A4 (- 001C) .. .... 72E | .... .. ... . |
|   321 | 05E8 (+ 0010) .. .... 3A0 | 2110 (+ 0030) .. .... 710 | 2288 (- 001C) .. .... 6E8 | .... .. ... . |
|   322 | 05D8 (- 0010) .. .... 35A | 2140 (+ 0030) .. .... 74C | ....  ... ..  .. .... 72E | .... .. ... . |
|   323 | 05C8 (- 0010) .. .... 314 | 2110 (- 0030) .. .... 788 | 22A4 (+ 001C) .. .... 774 | .... .. ... . |
|   324 | 05B8 (- 0010) .. .... 2CE | 20E0 (- 0030) .. .... 7C4 | 20E0 (B-4 BB) .. .... 7BA | .... .. ... . |
|   325 | 05A8 (- 0010) .. .... 314 | 20B0 (- 0030) .. .... 800 | 2118 (+ 0038) .. .... 800 | .... .. ... . |
|   326 | ....  ... ..  .. .... 35A | 2080 (- 0030) .. .... 7C4 | 2150 (+ 0038) .. .... 7BA | .... .. ... . |
|   327 | 05B8 (+ 0010) .. .... 3A0 | ....  ... ..  .. .... 788 | 2118 (- 0038) .. .... 774 | .... .. ... . |
|   328 | 05C8 (+ 0010) .. .... 3E6 | 22A8 (C-5 BC) .. .... 74C | 20E0 (- 0038) .. .... 72E | .... .. ... . |
|   329 | 05D8 (+ 0010) .. .... 42C | 22C0 (+ 0018) .. .... 710 | 20A8 (- 0038) .. .... 6E8 | .... .. ... . |
|   330 | 05E8 (+ 0010) .. .... 472 | 22D8 (+ 0018) .. .... 6D4 | 2070 (- 0038) .. .... 72E | .... .. ... . |
|   331 | 05D8 (- 0010) .. .... 4B8 | 22F0 (+ 0018) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|   332 | 05C8 (- 0010) .. .... 4FE | 22D8 (- 0018) .. .... 65C | 22A4 (C-5 BC) .. .... 7BA | .... .. ... . |
|   333 | 05B8 (- 0010) .. .... 544 | 22C0 (- 0018) .. .... 620 | 22C0 (+ 001C) .. .... 800 | .... .. ... . |
|   334 | 05A8 (- 0010) .. .... 58A | 22A8 (- 0018) .. .... 5E4 | 22DC (+ 001C) .. .... 7BA | .... .. ... . |
|   335 | ....  ... ..  .. .... 5D0 | 2290 (- 0018) .. .... 620 | 22F8 (+ 001C) .. .... 774 | .... .. ... . |
|   336 | 04D0 (D-2 9A) .. .... 616 | 1D00 (A-4 B9) .. .... 65C | 22DC (- 001C) .. .... 72E | .... .. ... . |
|   337 | 04E0 (+ 0010) .. .... 65C | 1D30 (+ 0030) .. .... 698 | 22C0 (- 001C) .. .... 6E8 | .... .. ... . |
|   338 | 04F0 (+ 0010) .. .... 6A2 | 1D60 (+ 0030) .. .... 6D4 | 22A4 (- 001C) .. .... 72E | .... .. ... . |
|   339 | 0500 (+ 0010) .. .... 6E8 | 1D90 (+ 0030) .. .... 710 | 2288 (- 001C) .. .... 774 | .... .. ... . |
|   340 | 04F0 (- 0010) .. .... 72E | 1DC0 (+ 0030) .. .... 74C | 1CF0 (A-4 B9) .. .... 7BA | .... .. ... . |
|   341 | 04E0 (- 0010) .. .... 774 | 1D90 (- 0030) .. .... 788 | 1D28 (+ 0038) .. .... 800 | .... .. ... . |
|   342 | 04D0 (- 0010) .. .... 7BA | 1D60 (- 0030) .. .... 7C4 | 1D60 (+ 0038) .. .... 7BA | .... .. ... . |
|   343 | 04C0 (- 0010) .. .... 800 | 1D30 (- 0030) .. .... 800 | 1D98 (+ 0038) .. .... 774 | .... .. ... . |
|   344 | ....  ... ..  .. .... 7BA | 1D00 (- 0030) .. .... 7C4 | 1DD0 (+ 0038) .. .... 72E | .... .. ... . |
|   345 | 04D0 (+ 0010) .. .... 774 | ....  ... ..  .. .... 788 | 1D98 (- 0038) .. .... 6E8 | .... .. ... . |
|   346 | 04E0 (+ 0010) .. .... 72E | 1D30 (+ 0030) .. .... 74C | 1D60 (- 0038) .. .... 72E | .... .. ... . |
|   347 | 04F0 (+ 0010) .. .... 6E8 | 1D60 (+ 0030) .. .... 710 | 1D28 (- 0038) .. .... 774 | .... .. ... . |
|   348 | 0500 (+ 0010) .. .... 6A2 | 1D90 (+ 0030) .. .... 6D4 | 1CF0 (- 0038) .. .... 7BA | .... .. ... . |
|   349 | 04F0 (- 0010) .. .... 65C | 1DC0 (+ 0030) .. .... 698 | ....  ... ..  .. .... 800 | .... .. ... . |
|   350 | 04E0 (- 0010) .. .... 616 | 1D90 (- 0030) .. .... 65C | 1D28 (+ 0038) .. .... 7BA | .... .. ... . |
|   351 | 04D0 (- 0010) .. .... 5D0 | 1D60 (- 0030) .. .... 620 | 1D60 (+ 0038) .. .... 774 | .... .. ... . |
|   352 | 04C0 (- 0010) .. .... 58A | 1D30 (- 0030) .. .... 5E4 | 1D98 (+ 0038) .. .... 72E | .... .. ... . |
|   353 | ....  ... ..  .. .... 544 | 1D00 (- 0030) .. .... 620 | 1DD0 (+ 0038) .. .... 6E8 | .... .. ... . |
|   354 | 04D0 (+ 0010) .. .... 4FE | ....  ... ..  .. .... 65C | 1D98 (- 0038) .. .... 72E | .... .. ... . |
|   355 | 04E0 (+ 0010) .. .... 4B8 | 1D30 (+ 0030) .. .... 698 | 1D60 (- 0038) .. .... 774 | .... .. ... . |
|   356 | 04F0 (+ 0010) .. .... 472 | 1D60 (+ 0030) .. .... 6D4 | 1D28 (- 0038) .. .... 7BA | .... .. ... . |
|   357 | 0500 (+ 0010) .. .... 42C | 1D90 (+ 0030) .. .... 710 | 1CF0 (- 0038) .. .... 800 | .... .. ... . |
|   358 | 04F0 (- 0010) .. .... 3E6 | 1DC0 (+ 0030) .. .... 74C | ....  ... ..  .. .... 7BA | .... .. ... . |
|   359 | 04E0 (- 0010) .. .... 3A0 | 1D90 (- 0030) .. .... 788 | 1D28 (+ 0038) .. .... 774 | .... .. ... . |
|   360 | 04D0 (- 0010) .. .... 35A | 1D60 (- 0030) .. .... 7C4 | 1D60 (+ 0038) .. .... 72E | .... .. ... . |
|   361 | 09B0 (D-3 A6) .. .... 314 | 1D30 (- 0030) .. .... 800 | 1D98 (+ 0038) .. .... 6E8 | .... .. ... . |
|   362 | 04C0 (D-2 9A) .. .... 2CE | 1D00 (- 0030) .. .... 7C4 | 1DD0 (+ 0038) .. .... 72E | .... .. ... . |
|   363 | 09B8 (D-3 A6) .. .... 314 | ....  ... ..  .. .... 788 | 1D98 (- 0038) .. .... 774 | .... .. ... . |
|   364 | 04E0 (D-2 9A) .. .... 35A | 1D30 (+ 0030) .. .... 74C | 1D60 (- 0038) .. .... 7BA | .... .. ... . |
|   365 | 09C8 (D-3 A6) .. .... 3A0 | 1D60 (+ 0030) .. .... 710 | 1D28 (- 0038) .. .... 800 | .... .. ... . |
|   366 | 0500 (D-2 9A) .. .... 3E6 | 1D90 (+ 0030) .. .... 6D4 | 1CF0 (- 0038) .. .... 7BA | .... .. ... . |
|   367 | 09C8 (D-3 A6) .. .... 42C | 1DC0 (+ 0030) .. .... 698 | ....  ... ..  .. .... 774 | .... .. ... . |
|   368 | 04E0 (D-2 9A) .. .... 472 | 1D90 (- 0030) .. .... 65C | 1D28 (+ 0038) .. .... 72E | .... .. ... . |
|   369 | 09B8 (D-3 A6) .. .... 4B8 | 1D60 (- 0030) .. .... 620 | 1D60 (+ 0038) .. .... 6E8 | .... .. ... . |
|   370 | 04C0 (D-2 9A) .. .... 4FE | 1D30 (- 0030) .. .... 5E4 | 1D98 (+ 0038) .. .... 72E | .... .. ... . |
|   371 | 09B0 (D-3 A6) .. .... 544 | 1D00 (- 0030) .. .... 620 | 1DD0 (+ 0038) .. .... 774 | .... .. ... . |
|   372 | 04D0 (D-2 9A) .. .... 58A | ....  ... ..  .. .... 65C | 1D98 (- 0038) .. .... 7BA | .... .. ... . |
|   373 | 09C0 (D-3 A6) .. .... 5D0 | 1D30 (+ 0030) .. .... 698 | 1D60 (- 0038) .. .... 800 | .... .. ... . |
|   374 | 04F0 (D-2 9A) .. .... 616 | 1D60 (+ 0030) .. .... 6D4 | 1D28 (- 0038) .. .... 7BA | .... .. ... . |
|   375 | 09D0 (D-3 A6) .. .... 65C | 1D90 (+ 0030) .. .... 710 | 1CF0 (- 0038) .. .... 774 | .... .. ... . |
|   376 | 04F0 (D-2 9A) .. .... 6A2 | 1DC0 (+ 0030) .. .... 74C | ....  ... ..  .. .... 72E | .... .. ... . |
|   377 | 09C0 (D-3 A6) .. .... 6E8 | 1D90 (- 0030) .. .... 788 | 1D28 (+ 0038) .. .... 6E8 | .... .. ... . |
|   378 | 04D0 (D-2 9A) .. .... 72E | 1D60 (- 0030) .. .... 7C4 | 1D60 (+ 0038) .. .... 72E | .... .. ... . |
|   379 | 09B0 (D-3 A6) .. .... 774 | 1D30 (- 0030) .. .... 800 | 1D98 (+ 0038) .. .... 774 | .... .. ... . |
|   380 | 04C0 (D-2 9A) .. .... 7BA | 1D00 (- 0030) .. .... 7C4 | 1DD0 (+ 0038) .. .... 7BA | .... .. ... . |
